ArticleNo|RawParagraph|Prediction
22.0|Β) Τμήμα Διοικητικής και Εκπαιδευτικής Υποστήριξης.|Org
22.0|Του Τμήματος προΐσταται:|Org
22.0|Υπάλληλος κατηγορίας ΠΕ Διοικητικού – Οικονομικού,  με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά,  υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄,  υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄,  υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄,  υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄.|Org
22.0|11. ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ (ΙΝ.ΕΠ.) Του ΙΝ.ΕΠ. προΐσταται ο Διευθυντής του Ινστιτούτου  (άρθρο 34 π.δ. 57/2007).|Org
22.0|Α) Τμήμα Συντονισμού ΙΝΕΠ.|Org
22.0|Του Τμήματος προΐσταται υπάλληλος ΠΕ με βαθμό  Α΄ ή υπάλληλος από το προσωπικό της κατηγορίας  που είχε προβλεφθεί στην παρ. 2 του άρθρου 11 του ν.|Org
22.0|1983 και έχει ενσωματωθεί στην παρ. 2 του άρθρου  12 του π.δ. 57 «Κωδικοποίηση σε ενιαίο κείμενο των  διατάξεων της κείμενης νομοθεσίας, που διέπουν το  Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης  (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 59/Α/14.3.2007), και σε περίπτωση έλλειψης, υπάλληλος ΠΕ με βαθμό Β΄.|Org
22.0|Β) Τμήμα Συντονισμού ΠΙΝΕΠ.|Org
22.0|Του Τμήματος προΐσταται υπάλληλος ΠΕ με βαθμό  Α΄ ή υπάλληλος από το προσωπικό της κατηγορίας  που είχε προβλεφθεί στην παρ. 2 του άρθρου 11 του ν.|Org
22.0|1983 και έχει ενσωματωθεί στην παρ. 2 του άρθρου  12 του π.δ. 57 «Κωδικοποίηση σε ενιαίο κείμενο των  διατάξεων της κείμενης νομοθεσίας, που διέπουν το  Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης  (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 59/Α/14.3.2007), και σε περίπτωση έλλειψης, υπάλληλος ΠΕ με βαθμό Β΄.|Org
22.0|Γ) Τμήμα Διοικητικής και Εκπαιδευτικής Υποστήριξης.|Org
22.0|Του Τμήματος προΐσταται:|Org
22.0|Υπάλληλος κατηγορίας ΠΕ Διοικητικού – Οικονομικού,  με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά  υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄,  υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄,  υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄,  υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄.|Org
22.0|Δ) Τμήμα Επαγγελματικής Σταδιοδρομίας Αποφοίτων  ΕΣΔΔ και ΕΣΤΑ.|Org
22.0|Του Τμήματος προΐσταται:|Org
22.0|Υπάλληλος κατηγορίας ΠΕ Διοικητικού – Οικονομικού,  με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά  υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄,  υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄,  υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄.|Org
22.0|12. ΠΕΡΙΦΕΡΕΙΑΚΑ ΙΝΣΤΙΤΟΥΤΑ ΕΠΙΜΟΡΦΩΣΗΣ (Π.ΙΝ.|Org
22.0|Προϊστάμενοι των Π.ΙΝ.ΕΠ. ορίζονται μόνιμοι υπάλληλοι ή λειτουργοί του Δημοσίου, οι οποίοι αποσπώνται  στο Ε.Κ.Δ.Δ.Α., σύμφωνα με την παρ. 2 του άρθρου 11  του ν. 1388/1983 η οποία έχει ενσωματωθεί στην παρ.|Irrelevant
22.0|2 του άρθρου 12 του π.δ. 57/2007 «Κωδικοποίηση σε  ενιαίο κείμενο των διατάξεων της κείμενης νομοθεσίας, που διέπουν το Εθνικό Κέντρο Δημόσιας Διοίκησης  και Αυτοδιοίκησης (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 59/Α/14.3.2007), και  σε περίπτωση έλλειψης, υπάλληλοι κατηγορίας ΠΕ με  βαθμό Α΄.|Irrelevant
22.0|Σε κάθε Π.ΙΝ.ΕΠ. προϊστάμενος της γραμματείας διοικητικής και εκπαιδευτικής υποστήριξης ορίζεται υπάλληλος κατηγορίας ΠΕ Διοικητικού – Λογιστικού με βαθμό  Α΄ και, σε περίπτωση έλλειψης, υπάλληλος κατηγορίας  ΠΕ Διοικητικού – Λογιστικού με βαθμό Β΄, και σε περίπτωση έλλειψης υπάλληλος κατηγορίας ΔΕ Διοικητικού  – Λογιστικού με βαθμό Α΄.|Irrelevant
23.0|Καταργούμενες Διατάξεις Δια της θεσπίσεως του παρόντος καταργείται το  προϊσχύσαν π.δ. 193/2004.|Irrelevant
24.0|Προσαρτώνται ως παράρτημα και αποτελούν αναπόσπαστο Τμήμα του παρόντος διατάγματος οι πιο κάτω  πίνακες από τους οποίους προκύπτει η σύνθεση των  υπηρεσιακών μονάδων σε θέσεις προσωπικού.|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( ) 1 .|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( ) , & , 0 0 0 0 0 2 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 8 1 2 5 0 2 6  ....|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( ) & 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 & 3 3 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 3 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 1 8 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0  ....|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( ) 2 1 1 9 1 8 2 6 4 & 3 6 2 6 0 2 1 0 0 0 0 0 3 0  1 1 0 4 0 3 0 7 0 2 9 1 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 3 0 0 0 0 0 3 0 9 0 5 0 2 0 1 0 5 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 6 1 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 3 2 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 3 0 0 0 0 3 6 0 0 0 0 1 1 8 4 3 4 6 1 1 9 ....|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( )  . .|Irrelevant
24.0|( ) 2. ΠΙΝΑΚΑΣ ΣΥΝΘΕΣΗΣ ΥΠΗΡΕΣΙΑΚΩΝ ΜΟΝΑΔΩΝ ΤΟΥ ΕΘΝΙΚΟΥ ΚΕΝΤΡΟΥ ΔΗΜΟΣΙΑΣ ΔΙΟΙΚΗΣΗΣ ΚΑΙ ΑΥΤΟΔΙΟΙΚΗΣΗΣ – ΚΑΤΑΝΟΜΗ ΤΑΚΤΙΚΩΝ ΚΑΙ ΠΡΟΣΩΠΟΠΑΓΩΝ ΘΕΣΕΩΝ ΑΝΑ ΚΑΤΗΓΟΡΙΑ ΠΡΟΣΩΠΙΚΟΥ 8  1  1  1  ΤΑΚΤΙΚΕΣ ΘΕΣΕΙΣ ΠΡΟΣΩΠΟΠΑΓΕΙΣ ΘΕΣΕΙΣ 3  2  1  28  6  2  1  4  3  6  29  2  1  3  3  9  5  2  ΚΑΤΗΓΟΡΙΑ ΠΡΟΣΩΠΙΚΟΥ ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ Κλάδος ΠΕ Διοικητικός-Οικονομικός  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΠΕ Ιατρών  Κλάδος ΠΕ Βιβλιοθηκονόμων  Ειδικότητα ΠΕ Διοικητικού με Σχέση Εργασίας Ιδ.Δικ.Αορ.Χρ.|Positions
24.0|Κλάδος ΤΕ Βιβλιοθηκονόμων  Κλάδος ΤΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Προσωπικού Η/Υ  Κλάδος ΔΕ Ηλεκτρολογικών Εγκαταστάσεων  Κλάδος ΔΕ Τεχνικός με ειδικότητα Κτιριακών Εγκαταστάσεων  Κλάδος ΔΕ Τεχνικός με ειδικότητα Οδηγών Οχημάτων  Κλάδος ΥΕ Βοηθητικού Προσωπικού  Κλάδος ΥΕ Προσωπικού Καθαριότητος  Κλάδος ΥΕ Φυλάκων-Νυκτοφυλάκων  Κλάδος ΥΕ Φυλάκων  ΠΕ Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων  ΤΕ Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων  ΔΕ Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων  ΠΕ Βοηθητικό Προσ. Τεχνικής Στήριξης Εκπ. Προγ/των (μερικής απασχόλησης) ΤΕ Βοηθητικό Προσ. Τεχνικής Στήριξης Εκπ. Προγ/των (μερικής απασχόλησης) ΔΕ Βοηθητικό Προσ. Τεχνικής Στήριξης Εκπ. Προγ/των (μερικής απασχόλησης) ΜΕΡΙΚΟ ΣΥΝΟΛΟ ΘΕΣΕΩΝ Υπεύθυνοι Σπουδών και Έρευνας  Νομικός Σύμβουλος  Δικηγόρος με Έμμισθη Εντολή  ΣΥΝΟΛΟ ΘΕΣΕΩΝ ΚΕΝΤΡΙΚΗΣ ΥΠΗΡΕΣΙΑΣ ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΟΝΙΜΟ ΠΡΟΣΩΠΙΚΟ  Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΠΕ Μηχανικών με σχέση εργασίας Ιδιωτ. Δικαίου Αορίστου Χρόνου  Κλάδος ΤΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Δακτυλογράφων  ΤΕ Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων με σχέση εργασίας Ιδιωτ. Δικαίου Αορίστου Χρόνου ΔΕ Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων με σχέση εργασίας Ιδιωτ. Δικαίου Αορίστου Χρόνου ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ (ΚΟΜΟΤΗΝΗ) ΜΟΝΙΜΟ ΠΡΟΣΩΠΙΚΟ  Κλάδος ΠΕ Διοικητικού-Οικονομικού  6  120 40  1  1  162 2  4  2  2  1  22 1  1  1  3  1  1  6  11 11  1  1  1  ΣΥΝΟΛΟ ΘΕΣΕΩΝ 36  6  2  1  1  4  3  7  29  2  1  3  3  9  5  2  1  3  2  1  1  3  6  131 51  1  1  184 3  1  1  2  4  2  1  1  1  6  2  ΤΑΚΤΙΚΕΣ ΘΕΣΕΙΣ ΚΑΤΗΓΟΡΙΑ ΠΡΟΣΩΠΙΚΟΥ Κλάδος ΠΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου  ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ (ΛΑΜΙΑ) ΜΟΝΙΜΟ ΠΡΟΣΩΠΙΚΟ  Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου  ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΠΕΛΟΠΟΝΝΗΣΟΥ (ΤΡΙΠΟΛΗ) Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου  ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΗΠΕΙΡΟΥ (ΙΩΑΝΝΙΝΑ) Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΔΕ Διοικητικού-Λογιστικού  Κλάδος ΤΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου  ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΙΟΝΙΩΝ ΝΗΣΩΝ (ΚΕΡΚΥΡΑ) Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου  ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ (ΕΡΜΟΥΠΟΛΗ) Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΡΟΣΩΠΟΠΑΓΕΙΣ ΘΕΣΕΙΣ ΣΥΝΟΛΟ ΘΕΣΕΩΝ 1  1  1  1  1  1  3  2  1  1  3  1  4  2  1  1  2  1  4  2  1  3  1  1  4  2  1  1  2  1  3  3  1  1  2  1  3  1  1  1  1  3  2  1  1  3  1  4  1  1  1  2  1  4  2  1  3  1  1  4  2  1  1  2  1  3  2  1  1  2  1  31 1  3  1  1  2  3  2  1  1  2  ΤΑΚΤΙΚΕΣ ΘΕΣΕΙΣ ΚΑΤΗΓΟΡΙΑ ΠΡΟΣΩΠΙΚΟΥ ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ (ΜΥΤΙΛΗΝΗ) Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΚΡΗΤΗΣ (ΗΡΑΚΛΕΙΟ) Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου  ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΘΕΣΣΑΛΙΑΣ (ΛΑΡΙΣΑ) Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου  ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  5  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ (ΚΟΖΑΝΗ) 2  Κλάδος ΠΕ Διοικητικού-Οικονομικού  1  Κλάδος ΠΕ Πληροφορικής  2  Κλάδος ΤΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  3  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου  ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ (ΠΑΤΡΑ) Κλάδος ΠΕ Διοικητικού-Οικονομικού  Κλάδος ΠΕ Πληροφορικής  Κλάδος ΤΕ Διοικητικού-Λογιστικού  Κλάδος ΔΕ Διοικητικού-Λογιστικού  ΔΕ Βοηθητικό Προσωπικό Τεχνικής Στήριξης Εκπαιδευτικών Προγραμμάτων Μειωμένης Απασχόλησης με σχέση εργασίας ιδι. Δικαίου αορίστου χρόνου  ΕΙΔΙΚΟ ΕΠΙΣΤΗΜΟΝΙΚΟ ΠΡΟΣΩΠΙΚΟ  Υπεύθυνοι Σπουδών και Έρευνας  ΜΕΡΙΚΟ ΣΥΝΟΛΟ ΠΙΝΕΠ ΓΕΝΙΚΟ ΣΥΝΟΛΟ  5  143 305  2  1  2  3  1  3  1  4  2  1  1  3  1  1  ΠΡΟΣΩΠΟΠΑΓΕΙΣ ΘΕΣΕΙΣ ΣΥΝΟΛΟ ΘΕΣΕΩΝ 2  1  1  2  1  3  2  1  2  3  1  4  3  1  1  3  1  5  2  1  2  3  1  3  2  1  2  3  1  1  1  7 29  5  150 334  Η ισχύς του παρόντος αρχίζει από την δημοσίευσή του στην Εφημερίδα της Κυβερνήσεως.|Positions
